employee_id,competency_id,domain,competency,is_core_for_role,current_score,target_score,gap,is_gap
EMP00512,CMP033,Behavioural,Change Management,True,4,5,1,Yes
EMP00512,CMP024,Digital Governance,Data Privacy,False,5,5,0,No
EMP00512,CMP015,Technical,SPSS,False,5,5,0,No
EMP00512,CMP017,Technical,GIS,False,3,5,2,Yes
EMP00512,CMP005,Statistical,Labour Statistics,False,4,5,1,Yes
EMP00512,CMP027,Digital Governance,Digital Public Infrastructure,False,3,5,2,Yes
EMP00512,CMP010,Statistical,Data Quality Frameworks,False,5,5,0,No
EMP00512,CMP004,Statistical,Price Statistics,False,3,5,2,Yes
EMP00512,CMP022,Technical,Open Data,False,5,5,0,No
EMP00512,CMP028,Behavioural,Leadership,True,3,5,2,Yes
EMP00512,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00513,CMP011,Technical,Python,False,4,3,0,No
EMP00513,CMP022,Technical,Open Data,False,4,3,0,No
EMP00513,CMP009,Statistical,Metadata Standards,False,3,3,0,No
EMP00513,CMP015,Technical,SPSS,False,2,3,1,Yes
EMP00513,CMP021,Technical,APIs,False,4,3,0,No
EMP00513,CMP024,Digital Governance,Data Privacy,False,4,3,0,No
EMP00513,CMP017,Technical,GIS,False,4,3,0,No
EMP00513,CMP032,Behavioural,Decision Making,False,2,3,1,Yes
EMP00513,CMP025,Digital Governance,Digital Signatures,False,4,3,0,No
EMP00513,CMP003,Statistical,National Accounts,False,4,3,0,No
EMP00513,CMP023,Digital Governance,Cybersecurity,False,2,3,1,Yes
EMP00513,CMP033,Behavioural,Change Management,False,2,3,1,Yes
EMP00513,CMP002,Statistical,Sampling Techniques,False,2,3,1,Yes
EMP00513,CMP014,Technical,Stata,False,4,3,0,No
EMP00513,CMP004,Statistical,Price Statistics,False,3,3,0,No
EMP00514,CMP015,Technical,SPSS,False,3,2,0,No
EMP00514,CMP013,Technical,SQL,False,3,2,0,No
EMP00514,CMP009,Statistical,Metadata Standards,False,2,2,0,No
EMP00514,CMP016,Technical,SAS,False,1,2,1,Yes
EMP00514,CMP005,Statistical,Labour Statistics,False,3,2,0,No
EMP00514,CMP030,Behavioural,Project Management,False,1,2,1,Yes
EMP00514,CMP027,Digital Governance,Digital Public Infrastructure,False,2,2,0,No
EMP00514,CMP006,Statistical,Agricultural Statistics,False,4,2,0,No
EMP00514,CMP024,Digital Governance,Data Privacy,False,3,2,0,No
EMP00514,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00514,CMP010,Statistical,Data Quality Frameworks,False,4,2,0,No
EMP00514,CMP029,Behavioural,Communication,False,1,2,1,Yes
EMP00514,CMP007,Statistical,Industrial Statistics,False,2,2,0,No
EMP00514,CMP003,Statistical,National Accounts,False,3,2,0,No
EMP00514,CMP017,Technical,GIS,False,3,2,0,No
EMP00515,CMP017,Technical,GIS,False,2,2,0,No
EMP00515,CMP025,Digital Governance,Digital Signatures,False,3,2,0,No
EMP00515,CMP021,Technical,APIs,False,2,2,0,No
EMP00515,CMP019,Technical,AI/ML,False,3,2,0,No
EMP00515,CMP008,Statistical,SDG Indicators,False,2,2,0,No
EMP00515,CMP031,Behavioural,Ethics,False,3,2,0,No
EMP00515,CMP012,Technical,R Programming,False,2,2,0,No
EMP00515,CMP016,Technical,SAS,False,2,2,0,No
EMP00515,CMP033,Behavioural,Change Management,False,1,2,1,Yes
EMP00515,CMP022,Technical,Open Data,False,1,2,1,Yes
EMP00515,CMP006,Statistical,Agricultural Statistics,False,1,2,1,Yes
EMP00515,CMP010,Statistical,Data Quality Frameworks,False,2,2,0,No
EMP00515,CMP029,Behavioural,Communication,False,2,2,0,No
EMP00515,CMP024,Digital Governance,Data Privacy,False,2,2,0,No
EMP00515,CMP026,Digital Governance,Government Cloud,False,2,2,0,No
EMP00516,CMP016,Technical,SAS,False,3,2,0,No
EMP00516,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00516,CMP004,Statistical,Price Statistics,True,1,3,2,Yes
EMP00516,CMP006,Statistical,Agricultural Statistics,True,2,3,1,Yes
EMP00516,CMP015,Technical,SPSS,False,2,2,0,No
EMP00516,CMP011,Technical,Python,False,3,2,0,No
EMP00516,CMP022,Technical,Open Data,False,1,2,1,Yes
EMP00516,CMP031,Behavioural,Ethics,False,2,2,0,No
EMP00516,CMP012,Technical,R Programming,False,1,2,1,Yes
EMP00516,CMP023,Digital Governance,Cybersecurity,False,3,2,0,No
EMP00516,CMP013,Technical,SQL,False,2,2,0,No
EMP00516,CMP005,Statistical,Labour Statistics,True,2,3,1,Yes
EMP00516,CMP033,Behavioural,Change Management,False,3,2,0,No
EMP00516,CMP021,Technical,APIs,False,2,2,0,No
EMP00516,CMP014,Technical,Stata,False,2,2,0,No
EMP00517,CMP026,Digital Governance,Government Cloud,False,1,2,1,Yes
EMP00517,CMP029,Behavioural,Communication,False,1,2,1,Yes
EMP00517,CMP014,Technical,Stata,False,2,2,0,No
EMP00517,CMP013,Technical,SQL,False,1,2,1,Yes
EMP00517,CMP009,Statistical,Metadata Standards,True,3,3,0,No
EMP00517,CMP002,Statistical,Sampling Techniques,True,1,3,2,Yes
EMP00517,CMP032,Behavioural,Decision Making,False,2,2,0,No
EMP00517,CMP016,Technical,SAS,False,1,2,1,Yes
EMP00517,CMP024,Digital Governance,Data Privacy,False,2,2,0,No
EMP00517,CMP008,Statistical,SDG Indicators,True,3,3,0,No
EMP00517,CMP011,Technical,Python,False,1,2,1,Yes
EMP00517,CMP021,Technical,APIs,False,1,2,1,Yes
EMP00517,CMP028,Behavioural,Leadership,False,2,2,0,No
EMP00517,CMP010,Statistical,Data Quality Frameworks,True,3,3,0,No
EMP00517,CMP015,Technical,SPSS,False,1,2,1,Yes
EMP00518,CMP002,Statistical,Sampling Techniques,False,4,4,0,No
EMP00518,CMP025,Digital Governance,Digital Signatures,False,5,4,0,No
EMP00518,CMP003,Statistical,National Accounts,False,3,4,1,Yes
EMP00518,CMP032,Behavioural,Decision Making,False,3,4,1,Yes
EMP00518,CMP023,Digital Governance,Cybersecurity,False,5,4,0,No
EMP00518,CMP011,Technical,Python,False,4,4,0,No
EMP00518,CMP012,Technical,R Programming,False,5,4,0,No
EMP00518,CMP030,Behavioural,Project Management,False,3,4,1,Yes
EMP00518,CMP026,Digital Governance,Government Cloud,False,4,4,0,No
EMP00518,CMP018,Technical,Data Visualization,False,3,4,1,Yes
EMP00518,CMP031,Behavioural,Ethics,False,4,4,0,No
EMP00518,CMP021,Technical,APIs,False,4,4,0,No
EMP00518,CMP033,Behavioural,Change Management,False,4,4,0,No
EMP00518,CMP017,Technical,GIS,False,3,4,1,Yes
EMP00518,CMP007,Statistical,Industrial Statistics,False,5,4,0,No
EMP00519,CMP016,Technical,SAS,False,1,2,1,Yes
EMP00519,CMP001,Statistical,Survey Design,False,1,2,1,Yes
EMP00519,CMP002,Statistical,Sampling Techniques,False,3,2,0,No
EMP00519,CMP028,Behavioural,Leadership,False,3,2,0,No
EMP00519,CMP032,Behavioural,Decision Making,False,1,2,1,Yes
EMP00519,CMP025,Digital Governance,Digital Signatures,False,1,2,1,Yes
EMP00519,CMP017,Technical,GIS,False,2,2,0,No
EMP00519,CMP004,Statistical,Price Statistics,False,3,2,0,No
EMP00519,CMP027,Digital Governance,Digital Public Infrastructure,False,1,2,1,Yes
EMP00519,CMP013,Technical,SQL,False,2,2,0,No
EMP00519,CMP033,Behavioural,Change Management,False,3,2,0,No
EMP00519,CMP031,Behavioural,Ethics,False,2,2,0,No
EMP00519,CMP006,Statistical,Agricultural Statistics,False,1,2,1,Yes
EMP00519,CMP010,Statistical,Data Quality Frameworks,False,3,2,0,No
EMP00519,CMP020,Technical,Cloud Computing,False,2,2,0,No
EMP00520,CMP006,Statistical,Agricultural Statistics,True,5,5,0,No
EMP00520,CMP005,Statistical,Labour Statistics,True,5,5,0,No
EMP00520,CMP003,Statistical,National Accounts,True,5,5,0,No
EMP00520,CMP017,Technical,GIS,False,3,4,1,Yes
EMP00520,CMP024,Digital Governance,Data Privacy,False,5,4,0,No
EMP00520,CMP023,Digital Governance,Cybersecurity,False,4,4,0,No
EMP00520,CMP025,Digital Governance,Digital Signatures,False,4,4,0,No
EMP00520,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00520,CMP014,Technical,Stata,False,5,4,0,No
EMP00520,CMP001,Statistical,Survey Design,True,5,5,0,No
EMP00520,CMP026,Digital Governance,Government Cloud,False,3,4,1,Yes
EMP00520,CMP018,Technical,Data Visualization,False,4,4,0,No
EMP00520,CMP020,Technical,Cloud Computing,False,4,4,0,No
EMP00520,CMP032,Behavioural,Decision Making,True,4,5,1,Yes
EMP00520,CMP004,Statistical,Price Statistics,True,4,5,1,Yes
EMP00521,CMP007,Statistical,Industrial Statistics,False,4,3,0,No
EMP00521,CMP017,Technical,GIS,False,3,3,0,No
EMP00521,CMP021,Technical,APIs,False,3,3,0,No
EMP00521,CMP019,Technical,AI/ML,False,1,3,2,Yes
EMP00521,CMP016,Technical,SAS,False,2,3,1,Yes
EMP00521,CMP013,Technical,SQL,False,1,3,2,Yes
EMP00521,CMP010,Statistical,Data Quality Frameworks,False,3,3,0,No
EMP00521,CMP014,Technical,Stata,False,3,3,0,No
EMP00521,CMP003,Statistical,National Accounts,False,3,3,0,No
EMP00521,CMP008,Statistical,SDG Indicators,False,3,3,0,No
EMP00521,CMP026,Digital Governance,Government Cloud,False,3,3,0,No
EMP00521,CMP018,Technical,Data Visualization,False,3,3,0,No
EMP00521,CMP009,Statistical,Metadata Standards,False,2,3,1,Yes
EMP00521,CMP029,Behavioural,Communication,False,2,3,1,Yes
EMP00521,CMP027,Digital Governance,Digital Public Infrastructure,False,1,3,2,Yes
EMP00522,CMP002,Statistical,Sampling Techniques,False,5,4,0,No
EMP00522,CMP026,Digital Governance,Government Cloud,False,3,4,1,Yes
EMP00522,CMP025,Digital Governance,Digital Signatures,False,3,4,1,Yes
EMP00522,CMP008,Statistical,SDG Indicators,False,5,4,0,No
EMP00522,CMP015,Technical,SPSS,False,5,4,0,No
EMP00522,CMP012,Technical,R Programming,False,3,4,1,Yes
EMP00522,CMP016,Technical,SAS,False,3,4,1,Yes
EMP00522,CMP019,Technical,AI/ML,False,3,4,1,Yes
EMP00522,CMP004,Statistical,Price Statistics,False,5,4,0,No
EMP00522,CMP021,Technical,APIs,False,5,4,0,No
EMP00522,CMP010,Statistical,Data Quality Frameworks,False,5,4,0,No
EMP00522,CMP011,Technical,Python,False,5,4,0,No
EMP00522,CMP005,Statistical,Labour Statistics,False,5,4,0,No
EMP00522,CMP003,Statistical,National Accounts,False,5,4,0,No
EMP00522,CMP031,Behavioural,Ethics,True,3,5,2,Yes
EMP00523,CMP004,Statistical,Price Statistics,True,4,5,1,Yes
EMP00523,CMP032,Behavioural,Decision Making,True,5,5,0,No
EMP00523,CMP009,Statistical,Metadata Standards,True,3,5,2,Yes
EMP00523,CMP014,Technical,Stata,False,5,4,0,No
EMP00523,CMP010,Statistical,Data Quality Frameworks,True,4,5,1,Yes
EMP00523,CMP024,Digital Governance,Data Privacy,False,5,4,0,No
EMP00523,CMP011,Technical,Python,False,4,4,0,No
EMP00523,CMP005,Statistical,Labour Statistics,True,4,5,1,Yes
EMP00523,CMP002,Statistical,Sampling Techniques,True,5,5,0,No
EMP00523,CMP027,Digital Governance,Digital Public Infrastructure,False,3,4,1,Yes
EMP00523,CMP023,Digital Governance,Cybersecurity,False,4,4,0,No
EMP00523,CMP019,Technical,AI/ML,False,4,4,0,No
EMP00523,CMP020,Technical,Cloud Computing,False,5,4,0,No
EMP00523,CMP030,Behavioural,Project Management,True,4,5,1,Yes
EMP00523,CMP001,Statistical,Survey Design,True,5,5,0,No
EMP00524,CMP006,Statistical,Agricultural Statistics,False,3,5,2,Yes
EMP00524,CMP007,Statistical,Industrial Statistics,False,3,5,2,Yes
EMP00524,CMP014,Technical,Stata,False,4,5,1,Yes
EMP00524,CMP023,Digital Governance,Cybersecurity,False,4,5,1,Yes
EMP00524,CMP003,Statistical,National Accounts,False,3,5,2,Yes
EMP00524,CMP013,Technical,SQL,False,5,5,0,No
EMP00524,CMP005,Statistical,Labour Statistics,False,5,5,0,No
EMP00524,CMP025,Digital Governance,Digital Signatures,False,4,5,1,Yes
EMP00524,CMP001,Statistical,Survey Design,False,3,5,2,Yes
EMP00524,CMP033,Behavioural,Change Management,True,5,5,0,No
EMP00524,CMP017,Technical,GIS,False,5,5,0,No
EMP00524,CMP004,Statistical,Price Statistics,False,4,5,1,Yes
EMP00524,CMP024,Digital Governance,Data Privacy,False,4,5,1,Yes
EMP00524,CMP032,Behavioural,Decision Making,True,3,5,2,Yes
EMP00524,CMP015,Technical,SPSS,False,4,5,1,Yes
EMP00525,CMP008,Statistical,SDG Indicators,False,2,2,0,No
EMP00525,CMP028,Behavioural,Leadership,False,3,2,0,No
EMP00525,CMP010,Statistical,Data Quality Frameworks,False,3,2,0,No
EMP00525,CMP024,Digital Governance,Data Privacy,False,1,2,1,Yes
EMP00525,CMP029,Behavioural,Communication,False,3,2,0,No
EMP00525,CMP022,Technical,Open Data,False,3,2,0,No
EMP00525,CMP009,Statistical,Metadata Standards,False,2,2,0,No
EMP00525,CMP017,Technical,GIS,False,3,2,0,No
EMP00525,CMP011,Technical,Python,False,3,2,0,No
EMP00525,CMP020,Technical,Cloud Computing,False,2,2,0,No
EMP00525,CMP012,Technical,R Programming,False,2,2,0,No
EMP00525,CMP019,Technical,AI/ML,False,2,2,0,No
EMP00525,CMP021,Technical,APIs,False,1,2,1,Yes
EMP00525,CMP006,Statistical,Agricultural Statistics,False,2,2,0,No
EMP00525,CMP005,Statistical,Labour Statistics,False,3,2,0,No
EMP00526,CMP009,Statistical,Metadata Standards,False,5,4,0,No
EMP00526,CMP011,Technical,Python,False,2,4,2,Yes
EMP00526,CMP017,Technical,GIS,False,2,4,2,Yes
EMP00526,CMP023,Digital Governance,Cybersecurity,False,4,4,0,No
EMP00526,CMP027,Digital Governance,Digital Public Infrastructure,False,2,4,2,Yes
EMP00526,CMP016,Technical,SAS,False,4,4,0,No
EMP00526,CMP001,Statistical,Survey Design,False,4,4,0,No
EMP00526,CMP032,Behavioural,Decision Making,True,3,5,2,Yes
EMP00526,CMP014,Technical,Stata,False,2,4,2,Yes
EMP00526,CMP006,Statistical,Agricultural Statistics,False,3,4,1,Yes
EMP00526,CMP005,Statistical,Labour Statistics,False,5,4,0,No
EMP00526,CMP028,Behavioural,Leadership,True,3,5,2,Yes
EMP00526,CMP003,Statistical,National Accounts,False,5,4,0,No
EMP00526,CMP029,Behavioural,Communication,True,2,5,3,Yes
EMP00526,CMP010,Statistical,Data Quality Frameworks,False,3,4,1,Yes
EMP00527,CMP023,Digital Governance,Cybersecurity,False,5,5,0,No
EMP00527,CMP015,Technical,SPSS,False,5,5,0,No
EMP00527,CMP012,Technical,R Programming,False,5,5,0,No
EMP00527,CMP021,Technical,APIs,False,5,5,0,No
EMP00527,CMP001,Statistical,Survey Design,True,4,5,1,Yes
EMP00527,CMP007,Statistical,Industrial Statistics,True,4,5,1,Yes
EMP00527,CMP009,Statistical,Metadata Standards,True,5,5,0,No
EMP00527,CMP010,Statistical,Data Quality Frameworks,True,4,5,1,Yes
EMP00527,CMP014,Technical,Stata,False,3,5,2,Yes
EMP00527,CMP019,Technical,AI/ML,False,5,5,0,No
EMP00527,CMP026,Digital Governance,Government Cloud,False,3,5,2,Yes
EMP00527,CMP031,Behavioural,Ethics,True,4,5,1,Yes
EMP00527,CMP020,Technical,Cloud Computing,False,3,5,2,Yes
EMP00527,CMP013,Technical,SQL,False,4,5,1,Yes
EMP00527,CMP027,Digital Governance,Digital Public Infrastructure,False,5,5,0,No
EMP00528,CMP007,Statistical,Industrial Statistics,False,1,2,1,Yes
EMP00528,CMP009,Statistical,Metadata Standards,False,1,2,1,Yes
EMP00528,CMP026,Digital Governance,Government Cloud,False,1,2,1,Yes
EMP00528,CMP017,Technical,GIS,False,1,2,1,Yes
EMP00528,CMP019,Technical,AI/ML,False,1,2,1,Yes
EMP00528,CMP021,Technical,APIs,False,1,2,1,Yes
EMP00528,CMP025,Digital Governance,Digital Signatures,False,2,2,0,No
EMP00528,CMP013,Technical,SQL,False,1,2,1,Yes
EMP00528,CMP011,Technical,Python,False,1,2,1,Yes
EMP00528,CMP029,Behavioural,Communication,False,1,2,1,Yes
EMP00528,CMP024,Digital Governance,Data Privacy,False,1,2,1,Yes
EMP00528,CMP020,Technical,Cloud Computing,False,1,2,1,Yes
EMP00528,CMP032,Behavioural,Decision Making,False,1,2,1,Yes
EMP00528,CMP022,Technical,Open Data,False,1,2,1,Yes
EMP00528,CMP016,Technical,SAS,False,1,2,1,Yes
EMP00529,CMP009,Statistical,Metadata Standards,False,5,5,0,No
EMP00529,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00529,CMP014,Technical,Stata,False,4,5,1,Yes
EMP00529,CMP022,Technical,Open Data,False,4,5,1,Yes
EMP00529,CMP016,Technical,SAS,False,5,5,0,No
EMP00529,CMP011,Technical,Python,False,4,5,1,Yes
EMP00529,CMP010,Statistical,Data Quality Frameworks,False,5,5,0,No
EMP00529,CMP017,Technical,GIS,False,3,5,2,Yes
EMP00529,CMP025,Digital Governance,Digital Signatures,False,5,5,0,No
EMP00529,CMP004,Statistical,Price Statistics,False,4,5,1,Yes
EMP00529,CMP008,Statistical,SDG Indicators,False,4,5,1,Yes
EMP00529,CMP018,Technical,Data Visualization,False,5,5,0,No
EMP00529,CMP013,Technical,SQL,False,4,5,1,Yes
EMP00529,CMP021,Technical,APIs,False,5,5,0,No
EMP00529,CMP020,Technical,Cloud Computing,False,3,5,2,Yes
EMP00530,CMP028,Behavioural,Leadership,False,1,2,1,Yes
EMP00530,CMP029,Behavioural,Communication,False,2,2,0,No
EMP00530,CMP016,Technical,SAS,True,1,3,2,Yes
EMP00530,CMP023,Digital Governance,Cybersecurity,False,2,2,0,No
EMP00530,CMP026,Digital Governance,Government Cloud,False,1,2,1,Yes
EMP00530,CMP009,Statistical,Metadata Standards,False,1,2,1,Yes
EMP00530,CMP022,Technical,Open Data,True,2,3,1,Yes
EMP00530,CMP004,Statistical,Price Statistics,False,3,2,0,No
EMP00530,CMP018,Technical,Data Visualization,True,1,3,2,Yes
EMP00530,CMP014,Technical,Stata,True,1,3,2,Yes
EMP00530,CMP021,Technical,APIs,True,1,3,2,Yes
EMP00530,CMP012,Technical,R Programming,True,1,3,2,Yes
EMP00530,CMP006,Statistical,Agricultural Statistics,False,3,2,0,No
EMP00530,CMP001,Statistical,Survey Design,False,1,2,1,Yes
EMP00530,CMP027,Digital Governance,Digital Public Infrastructure,False,1,2,1,Yes
EMP00531,CMP029,Behavioural,Communication,False,2,3,1,Yes
EMP00531,CMP024,Digital Governance,Data Privacy,False,4,3,0,No
EMP00531,CMP017,Technical,GIS,False,3,3,0,No
EMP00531,CMP007,Statistical,Industrial Statistics,False,4,3,0,No
EMP00531,CMP001,Statistical,Survey Design,False,3,3,0,No
EMP00531,CMP019,Technical,AI/ML,False,3,3,0,No
EMP00531,CMP010,Statistical,Data Quality Frameworks,False,2,3,1,Yes
EMP00531,CMP011,Technical,Python,False,4,3,0,No
EMP00531,CMP004,Statistical,Price Statistics,False,4,3,0,No
EMP00531,CMP012,Technical,R Programming,False,3,3,0,No
EMP00531,CMP009,Statistical,Metadata Standards,False,3,3,0,No
EMP00531,CMP031,Behavioural,Ethics,False,4,3,0,No
EMP00531,CMP033,Behavioural,Change Management,False,2,3,1,Yes
EMP00531,CMP020,Technical,Cloud Computing,False,4,3,0,No
EMP00531,CMP023,Digital Governance,Cybersecurity,False,2,3,1,Yes
EMP00532,CMP031,Behavioural,Ethics,False,4,3,0,No
EMP00532,CMP030,Behavioural,Project Management,False,4,3,0,No
EMP00532,CMP016,Technical,SAS,False,2,3,1,Yes
EMP00532,CMP006,Statistical,Agricultural Statistics,False,3,3,0,No
EMP00532,CMP033,Behavioural,Change Management,False,2,3,1,Yes
EMP00532,CMP024,Digital Governance,Data Privacy,False,3,3,0,No
EMP00532,CMP021,Technical,APIs,False,2,3,1,Yes
EMP00532,CMP025,Digital Governance,Digital Signatures,False,2,3,1,Yes
EMP00532,CMP018,Technical,Data Visualization,False,3,3,0,No
EMP00532,CMP004,Statistical,Price Statistics,False,5,3,0,No
EMP00532,CMP002,Statistical,Sampling Techniques,False,5,3,0,No
EMP00532,CMP012,Technical,R Programming,False,2,3,1,Yes
EMP00532,CMP001,Statistical,Survey Design,False,4,3,0,No
EMP00532,CMP020,Technical,Cloud Computing,False,2,3,1,Yes
EMP00532,CMP005,Statistical,Labour Statistics,False,5,3,0,No
EMP00533,CMP018,Technical,Data Visualization,False,3,3,0,No
EMP00533,CMP013,Technical,SQL,False,2,3,1,Yes
EMP00533,CMP021,Technical,APIs,False,2,3,1,Yes
EMP00533,CMP020,Technical,Cloud Computing,False,3,3,0,No
EMP00533,CMP024,Digital Governance,Data Privacy,False,3,3,0,No
EMP00533,CMP001,Statistical,Survey Design,False,1,3,2,Yes
EMP00533,CMP011,Technical,Python,False,1,3,2,Yes
EMP00533,CMP022,Technical,Open Data,False,1,3,2,Yes
EMP00533,CMP027,Digital Governance,Digital Public Infrastructure,False,3,3,0,No
EMP00533,CMP023,Digital Governance,Cybersecurity,False,1,3,2,Yes
EMP00533,CMP006,Statistical,Agricultural Statistics,False,3,3,0,No
EMP00533,CMP019,Technical,AI/ML,False,2,3,1,Yes
EMP00533,CMP012,Technical,R Programming,False,1,3,2,Yes
EMP00533,CMP017,Technical,GIS,False,1,3,2,Yes
EMP00533,CMP028,Behavioural,Leadership,False,2,3,1,Yes
EMP00534,CMP003,Statistical,National Accounts,False,1,2,1,Yes
EMP00534,CMP018,Technical,Data Visualization,False,2,2,0,No
EMP00534,CMP020,Technical,Cloud Computing,False,2,2,0,No
EMP00534,CMP007,Statistical,Industrial Statistics,False,3,2,0,No
EMP00534,CMP023,Digital Governance,Cybersecurity,False,3,2,0,No
EMP00534,CMP017,Technical,GIS,False,1,2,1,Yes
EMP00534,CMP014,Technical,Stata,False,3,2,0,No
EMP00534,CMP006,Statistical,Agricultural Statistics,False,2,2,0,No
EMP00534,CMP021,Technical,APIs,False,1,2,1,Yes
EMP00534,CMP024,Digital Governance,Data Privacy,False,1,2,1,Yes
EMP00534,CMP001,Statistical,Survey Design,False,1,2,1,Yes
EMP00534,CMP010,Statistical,Data Quality Frameworks,False,1,2,1,Yes
EMP00534,CMP009,Statistical,Metadata Standards,False,3,2,0,No
EMP00534,CMP032,Behavioural,Decision Making,False,1,2,1,Yes
EMP00534,CMP012,Technical,R Programming,False,1,2,1,Yes
EMP00535,CMP021,Technical,APIs,True,2,4,2,Yes
EMP00535,CMP002,Statistical,Sampling Techniques,False,1,3,2,Yes
EMP00535,CMP025,Digital Governance,Digital Signatures,False,2,3,1,Yes
EMP00535,CMP006,Statistical,Agricultural Statistics,False,3,3,0,No
EMP00535,CMP026,Digital Governance,Government Cloud,False,2,3,1,Yes
EMP00535,CMP001,Statistical,Survey Design,False,1,3,2,Yes
EMP00535,CMP007,Statistical,Industrial Statistics,False,2,3,1,Yes
EMP00535,CMP033,Behavioural,Change Management,False,1,3,2,Yes
EMP00535,CMP012,Technical,R Programming,True,3,4,1,Yes
EMP00535,CMP015,Technical,SPSS,True,2,4,2,Yes
EMP00535,CMP003,Statistical,National Accounts,False,2,3,1,Yes
EMP00535,CMP008,Statistical,SDG Indicators,False,1,3,2,Yes
EMP00535,CMP010,Statistical,Data Quality Frameworks,False,1,3,2,Yes
EMP00535,CMP027,Digital Governance,Digital Public Infrastructure,False,2,3,1,Yes
EMP00535,CMP005,Statistical,Labour Statistics,False,1,3,2,Yes
EMP00536,CMP012,Technical,R Programming,False,4,4,0,No
EMP00536,CMP019,Technical,AI/ML,False,4,4,0,No
EMP00536,CMP009,Statistical,Metadata Standards,False,3,4,1,Yes
EMP00536,CMP023,Digital Governance,Cybersecurity,False,2,4,2,Yes
EMP00536,CMP015,Technical,SPSS,False,4,4,0,No
EMP00536,CMP031,Behavioural,Ethics,True,3,5,2,Yes
EMP00536,CMP003,Statistical,National Accounts,False,3,4,1,Yes
EMP00536,CMP016,Technical,SAS,False,4,4,0,No
EMP00536,CMP033,Behavioural,Change Management,True,4,5,1,Yes
EMP00536,CMP032,Behavioural,Decision Making,True,2,5,3,Yes
EMP00536,CMP025,Digital Governance,Digital Signatures,False,4,4,0,No
EMP00536,CMP030,Behavioural,Project Management,True,3,5,2,Yes
EMP00536,CMP021,Technical,APIs,False,3,4,1,Yes
EMP00536,CMP017,Technical,GIS,False,4,4,0,No
EMP00536,CMP029,Behavioural,Communication,True,4,5,1,Yes
EMP00537,CMP019,Technical,AI/ML,False,3,3,0,No
EMP00537,CMP014,Technical,Stata,False,2,3,1,Yes
EMP00537,CMP011,Technical,Python,False,2,3,1,Yes
EMP00537,CMP023,Digital Governance,Cybersecurity,False,4,3,0,No
EMP00537,CMP017,Technical,GIS,False,4,3,0,No
EMP00537,CMP018,Technical,Data Visualization,False,4,3,0,No
EMP00537,CMP027,Digital Governance,Digital Public Infrastructure,False,2,3,1,Yes
EMP00537,CMP024,Digital Governance,Data Privacy,False,3,3,0,No
EMP00537,CMP009,Statistical,Metadata Standards,True,3,4,1,Yes
EMP00537,CMP003,Statistical,National Accounts,True,4,4,0,No
EMP00537,CMP029,Behavioural,Communication,False,4,3,0,No
EMP00537,CMP007,Statistical,Industrial Statistics,True,4,4,0,No
EMP00537,CMP025,Digital Governance,Digital Signatures,False,3,3,0,No
EMP00537,CMP022,Technical,Open Data,False,4,3,0,No
EMP00537,CMP015,Technical,SPSS,False,3,3,0,No
EMP00538,CMP003,Statistical,National Accounts,True,4,5,1,Yes
EMP00538,CMP021,Technical,APIs,False,4,5,1,Yes
EMP00538,CMP023,Digital Governance,Cybersecurity,False,3,5,2,Yes
EMP00538,CMP004,Statistical,Price Statistics,True,4,5,1,Yes
EMP00538,CMP032,Behavioural,Decision Making,True,5,5,0,No
EMP00538,CMP012,Technical,R Programming,False,3,5,2,Yes
EMP00538,CMP001,Statistical,Survey Design,True,3,5,2,Yes
EMP00538,CMP006,Statistical,Agricultural Statistics,True,4,5,1,Yes
EMP00538,CMP014,Technical,Stata,False,5,5,0,No
EMP00538,CMP016,Technical,SAS,False,4,5,1,Yes
EMP00538,CMP011,Technical,Python,False,5,5,0,No
EMP00538,CMP031,Behavioural,Ethics,True,5,5,0,No
EMP00538,CMP029,Behavioural,Communication,True,5,5,0,No
EMP00538,CMP030,Behavioural,Project Management,True,4,5,1,Yes
EMP00538,CMP026,Digital Governance,Government Cloud,False,5,5,0,No
EMP00539,CMP026,Digital Governance,Government Cloud,False,5,4,0,No
EMP00539,CMP031,Behavioural,Ethics,False,3,4,1,Yes
EMP00539,CMP027,Digital Governance,Digital Public Infrastructure,False,4,4,0,No
EMP00539,CMP008,Statistical,SDG Indicators,False,4,4,0,No
EMP00539,CMP009,Statistical,Metadata Standards,False,4,4,0,No
EMP00539,CMP024,Digital Governance,Data Privacy,False,5,4,0,No
EMP00539,CMP012,Technical,R Programming,True,4,5,1,Yes
EMP00539,CMP020,Technical,Cloud Computing,True,5,5,0,No
EMP00539,CMP011,Technical,Python,True,3,5,2,Yes
EMP00539,CMP016,Technical,SAS,True,3,5,2,Yes
EMP00539,CMP022,Technical,Open Data,True,5,5,0,No
EMP00539,CMP013,Technical,SQL,True,3,5,2,Yes
EMP00539,CMP010,Statistical,Data Quality Frameworks,False,4,4,0,No
EMP00539,CMP002,Statistical,Sampling Techniques,False,5,4,0,No
EMP00539,CMP030,Behavioural,Project Management,False,5,4,0,No
EMP00540,CMP013,Technical,SQL,False,3,4,1,Yes
