employee_id,course_id,enrollment_date,completion_status,rating,time_spent_hours
EMP00756,CRS0131,2026-03-19,Completed,3.4,13.2
EMP00756,CRS0032,2024-04-14,Completed,3.8,9.4
EMP00756,CRS0075,2026-07-14,Completed,3.9,20.8
EMP00756,CRS0099,2024-11-11,Completed,4.1,24.9
EMP00756,CRS0138,2026-09-07,Completed,3.9,36.1
EMP00756,CRS0115,2024-07-04,In Progress,,3.2
EMP00757,CRS0028,2024-09-22,Completed,3.0,13.5
EMP00757,CRS0124,2025-11-24,Completed,2.6,5.9
EMP00757,CRS0116,2025-09-27,Completed,2.0,17.1
EMP00758,CRS0041,2026-04-17,Completed,3.6,35.0
EMP00758,CRS0064,2026-06-07,Completed,4.1,36.7
EMP00759,CRS0029,2026-08-18,Completed,4.7,36.0
EMP00759,CRS0091,2024-05-26,Dropped,,15.7
EMP00760,CRS0082,2026-07-28,Completed,3.1,18.2
EMP00760,CRS0022,2025-07-02,Completed,4.1,15.4
EMP00761,CRS0106,2026-03-05,Completed,4.9,23.0
EMP00761,CRS0045,2024-11-26,Dropped,,38.4
EMP00761,CRS0037,2025-11-04,Completed,4.1,35.0
EMP00762,CRS0087,2024-06-28,Completed,2.2,13.0
EMP00762,CRS0012,2026-01-13,Completed,3.8,24.1
EMP00762,CRS0107,2024-10-20,Completed,3.8,21.9
EMP00763,CRS0091,2024-07-18,Completed,3.1,39.3
EMP00763,CRS0048,2026-03-04,Completed,3.2,37.3
EMP00763,CRS0109,2024-01-17,Completed,3.3,10.6
EMP00763,CRS0136,2025-04-19,In Progress,,19.2
EMP00763,CRS0102,2024-01-02,Completed,3.9,24.9
EMP00764,CRS0101,2025-08-10,Completed,3.9,39.4
EMP00764,CRS0046,2026-09-23,Completed,3.0,26.8
EMP00764,CRS0102,2024-03-15,Completed,3.6,8.5
EMP00764,CRS0011,2024-03-20,Completed,2.4,14.5
EMP00765,CRS0045,2025-05-02,In Progress,,8.6
EMP00765,CRS0035,2024-09-22,Completed,3.8,34.4
EMP00765,CRS0117,2025-06-10,Dropped,,35.9
EMP00766,CRS0022,2025-09-02,Completed,2.9,24.8
EMP00766,CRS0130,2026-03-24,Completed,4.4,33.6
EMP00766,CRS0138,2024-07-14,Dropped,,30.6
EMP00767,CRS0134,2026-04-18,Completed,2.8,36.9
EMP00767,CRS0062,2025-12-15,Completed,2.1,35.2
EMP00767,CRS0123,2024-12-07,Dropped,,25.4
EMP00767,CRS0090,2024-04-25,Completed,4.4,5.6
EMP00767,CRS0093,2025-04-07,Completed,3.8,21.0
EMP00767,CRS0094,2025-10-14,Completed,4.4,16.2
EMP00768,CRS0005,2026-04-07,Completed,2.1,35.7
EMP00768,CRS0030,2024-03-26,Completed,2.0,37.6
EMP00768,CRS0013,2026-04-03,Dropped,,4.1
EMP00768,CRS0022,2024-07-13,Dropped,,30.2
EMP00769,CRS0060,2024-04-04,Completed,2.2,22.9
EMP00769,CRS0030,2024-10-26,Completed,3.4,28.3
EMP00769,CRS0098,2025-01-11,Completed,2.9,37.0
EMP00770,CRS0093,2024-06-14,Completed,3.8,29.0
EMP00770,CRS0008,2024-11-12,In Progress,,32.3
EMP00771,CRS0107,2024-06-06,Completed,2.3,32.4
EMP00771,CRS0058,2024-12-06,Completed,2.7,37.9
EMP00771,CRS0094,2025-08-04,In Progress,,39.0
EMP00772,CRS0102,2026-03-07,Completed,3.3,8.4
EMP00772,CRS0107,2024-11-10,Completed,3.3,18.9
EMP00773,CRS0012,2026-10-20,Completed,2.4,20.8
EMP00773,CRS0095,2026-06-06,In Progress,,20.7
EMP00773,CRS0121,2026-10-23,Completed,2.4,22.0
EMP00773,CRS0022,2026-12-04,Dropped,,37.1
EMP00773,CRS0128,2024-08-04,Completed,4.2,34.8
EMP00773,CRS0087,2025-03-24,Completed,4.9,5.6
EMP00774,CRS0030,2025-08-07,Completed,3.1,13.6
EMP00774,CRS0041,2024-12-16,Completed,4.0,9.7
EMP00774,CRS0075,2025-02-19,In Progress,,35.6
EMP00774,CRS0129,2025-07-20,In Progress,,2.0
EMP00775,CRS0080,2025-01-04,Completed,4.2,2.2
EMP00775,CRS0082,2025-02-15,Completed,4.4,37.5
EMP00775,CRS0014,2024-02-04,Completed,2.3,26.7
EMP00775,CRS0139,2026-04-28,In Progress,,19.2
EMP00776,CRS0134,2025-08-19,Completed,2.1,11.3
EMP00776,CRS0023,2024-01-03,Completed,4.9,18.0
EMP00777,CRS0017,2026-03-28,In Progress,,35.2
EMP00777,CRS0082,2024-05-25,Completed,2.4,35.1
EMP00777,CRS0075,2026-12-27,In Progress,,13.5
EMP00777,CRS0034,2025-06-10,Completed,2.4,35.4
EMP00777,CRS0103,2024-05-25,In Progress,,37.8
EMP00777,CRS0015,2024-11-14,Completed,2.4,38.2
EMP00778,CRS0033,2024-04-17,Dropped,,11.9
EMP00778,CRS0019,2025-02-21,In Progress,,37.8
EMP00778,CRS0021,2024-05-23,In Progress,,25.3
EMP00778,CRS0109,2025-05-14,Completed,3.0,4.5
EMP00779,CRS0084,2025-10-26,Dropped,,30.6
EMP00779,CRS0049,2026-05-04,Completed,3.3,31.6
EMP00779,CRS0060,2026-02-08,Completed,4.6,20.1
EMP00779,CRS0026,2024-11-04,Completed,2.9,18.2
EMP00780,CRS0128,2026-07-19,Completed,4.1,26.3
EMP00780,CRS0140,2025-12-13,In Progress,,30.5
EMP00781,CRS0029,2026-06-21,Completed,2.0,6.0
EMP00781,CRS0135,2025-08-10,In Progress,,12.6
EMP00782,CRS0062,2026-08-08,Dropped,,33.5
EMP00782,CRS0061,2026-07-17,Completed,3.8,3.3
EMP00782,CRS0069,2025-04-03,In Progress,,7.9
EMP00782,CRS0058,2025-06-02,In Progress,,34.0
EMP00782,CRS0096,2025-01-03,Completed,2.0,23.4
EMP00783,CRS0133,2025-11-01,Completed,3.7,28.5
EMP00783,CRS0084,2026-01-11,In Progress,,15.6
EMP00784,CRS0009,2024-07-13,Completed,3.6,19.0
EMP00784,CRS0090,2026-10-21,Completed,3.2,9.8
EMP00784,CRS0124,2025-11-04,In Progress,,12.9
EMP00784,CRS0040,2026-12-24,Completed,3.0,12.2
EMP00785,CRS0046,2026-11-02,Dropped,,39.9
EMP00785,CRS0125,2024-03-22,Completed,4.4,5.4
EMP00785,CRS0132,2026-06-20,In Progress,,19.5
EMP00785,CRS0007,2024-04-08,Completed,3.7,31.6
EMP00785,CRS0131,2025-08-16,Dropped,,9.0
EMP00786,CRS0089,2025-02-14,Completed,3.0,30.8
EMP00786,CRS0001,2025-02-07,Completed,3.4,6.4
EMP00786,CRS0055,2025-04-05,Completed,2.5,26.8
EMP00787,CRS0081,2024-02-22,In Progress,,34.8
EMP00787,CRS0126,2024-10-09,In Progress,,29.5
EMP00787,CRS0060,2025-05-04,Completed,3.3,11.1
EMP00788,CRS0131,2025-10-05,Completed,2.2,34.7
EMP00788,CRS0117,2025-04-28,In Progress,,34.2
EMP00788,CRS0017,2024-10-12,Dropped,,32.7
EMP00788,CRS0074,2025-08-20,Completed,4.5,28.0
EMP00789,CRS0058,2026-12-21,Completed,3.0,7.7
EMP00789,CRS0102,2024-03-19,Completed,4.9,31.8
EMP00789,CRS0076,2026-11-03,Completed,2.7,5.9
EMP00789,CRS0047,2025-06-07,Completed,2.6,6.1
EMP00789,CRS0126,2025-07-19,Completed,4.3,3.7
EMP00789,CRS0054,2025-12-24,Completed,3.6,31.5
EMP00790,CRS0044,2024-01-18,Completed,4.2,8.9
EMP00790,CRS0055,2026-08-02,Completed,2.7,30.6
EMP00791,CRS0078,2026-08-17,Dropped,,39.0
EMP00791,CRS0054,2024-07-27,Completed,3.9,6.7
EMP00791,CRS0027,2024-07-21,Dropped,,23.0
EMP00791,CRS0064,2026-04-15,Completed,2.0,39.8
EMP00791,CRS0123,2025-09-10,Completed,2.3,10.8
EMP00791,CRS0004,2024-09-01,Completed,3.8,23.2
EMP00792,CRS0114,2026-02-04,In Progress,,32.6
EMP00792,CRS0072,2025-10-09,Completed,2.6,4.3
EMP00792,CRS0113,2025-01-15,Completed,2.9,15.9
EMP00793,CRS0004,2026-12-04,Completed,4.6,36.9
EMP00793,CRS0083,2024-11-18,In Progress,,31.6
EMP00793,CRS0060,2026-04-17,In Progress,,23.5
EMP00793,CRS0092,2024-12-18,Dropped,,4.2
EMP00793,CRS0130,2024-06-17,Completed,3.4,39.1
EMP00794,CRS0091,2024-04-24,Completed,2.9,14.2
EMP00794,CRS0057,2025-11-16,Completed,4.3,16.5
EMP00794,CRS0119,2024-04-03,Completed,4.7,28.5
EMP00794,CRS0018,2025-12-03,Completed,4.4,4.6
EMP00794,CRS0096,2026-06-11,Dropped,,39.6
EMP00795,CRS0007,2026-01-08,Completed,2.3,9.2
EMP00795,CRS0063,2024-04-16,Completed,3.9,39.0
EMP00795,CRS0126,2024-09-19,Completed,4.0,3.0
EMP00796,CRS0014,2024-01-16,Dropped,,16.1
EMP00796,CRS0004,2025-08-23,Completed,2.3,8.9
EMP00796,CRS0074,2025-04-05,Completed,2.9,23.2
EMP00797,CRS0083,2026-01-11,In Progress,,23.9
EMP00797,CRS0016,2025-10-21,In Progress,,10.3
EMP00797,CRS0109,2024-12-24,Completed,2.1,19.1
EMP00797,CRS0085,2026-10-01,Completed,3.0,22.9
EMP00798,CRS0081,2026-10-25,Dropped,,22.4
EMP00798,CRS0083,2025-09-28,In Progress,,38.8
EMP00798,CRS0003,2025-05-11,In Progress,,37.5
EMP00799,CRS0084,2025-01-21,Completed,2.6,38.8
EMP00799,CRS0115,2025-12-22,Completed,2.3,36.0
EMP00799,CRS0138,2024-10-26,Completed,3.5,39.5
EMP00799,CRS0021,2025-06-20,Completed,2.4,17.0
EMP00799,CRS0068,2024-01-03,In Progress,,27.8
EMP00800,CRS0066,2026-09-02,In Progress,,15.3
EMP00800,CRS0021,2025-05-14,Completed,3.4,23.7
EMP00800,CRS0078,2024-01-02,Completed,3.6,2.2
EMP00801,CRS0010,2025-09-26,Completed,3.1,25.7
EMP00801,CRS0006,2025-06-06,Completed,4.2,22.3
EMP00801,CRS0075,2026-10-20,Completed,2.1,39.8
EMP00801,CRS0106,2025-08-14,Completed,2.8,18.1
EMP00802,CRS0022,2026-02-03,Completed,4.1,24.9
EMP00802,CRS0050,2026-02-26,Dropped,,6.3
EMP00803,CRS0091,2024-02-11,Completed,3.0,2.9
EMP00803,CRS0046,2024-08-09,Dropped,,18.7
EMP00803,CRS0096,2025-12-22,Completed,3.3,12.4
EMP00803,CRS0016,2024-11-02,Completed,2.6,31.3
EMP00803,CRS0031,2024-12-08,In Progress,,35.9
EMP00804,CRS0118,2025-02-14,Completed,2.5,13.7
EMP00804,CRS0103,2026-07-10,Completed,4.8,12.6
EMP00805,CRS0130,2026-02-28,Completed,4.0,10.7
EMP00805,CRS0047,2025-11-05,Completed,4.4,11.2
EMP00805,CRS0065,2025-12-20,Completed,4.2,27.9
EMP00805,CRS0079,2026-08-24,In Progress,,8.0
EMP00806,CRS0024,2025-01-01,Dropped,,23.9
EMP00806,CRS0069,2026-05-13,Completed,2.9,14.9
EMP00806,CRS0077,2026-12-10,Completed,4.9,24.0
EMP00806,CRS0136,2026-01-21,Completed,4.5,21.1
EMP00807,CRS0063,2024-08-17,In Progress,,19.9
EMP00807,CRS0123,2025-02-19,Completed,2.7,34.5
EMP00807,CRS0102,2024-09-19,Completed,3.6,6.7
EMP00807,CRS0108,2025-07-23,Completed,3.3,32.7
EMP00807,CRS0066,2026-10-03,Dropped,,30.6
EMP00808,CRS0031,2024-02-15,Completed,3.7,26.6
EMP00808,CRS0049,2024-09-26,Completed,3.7,34.1
EMP00808,CRS0094,2026-02-01,Completed,4.3,19.0
EMP00808,CRS0042,2024-12-19,Completed,4.5,18.6
EMP00808,CRS0098,2025-08-02,In Progress,,33.3
EMP00808,CRS0065,2025-08-16,In Progress,,34.5
EMP00809,CRS0070,2024-03-12,Completed,3.4,34.2
EMP00809,CRS0009,2026-02-12,Dropped,,30.5
EMP00810,CRS0073,2025-11-07,Completed,4.4,7.0
EMP00810,CRS0066,2026-09-09,Completed,4.8,12.2
EMP00810,CRS0010,2026-08-13,Completed,4.2,29.0
EMP00810,CRS0138,2026-07-07,Dropped,,37.7
EMP00811,CRS0087,2026-06-07,Completed,4.7,14.7
EMP00811,CRS0070,2024-08-24,In Progress,,28.1
EMP00811,CRS0048,2024-08-13,Completed,3.6,28.9
EMP00812,CRS0084,2025-07-01,In Progress,,26.5
EMP00812,CRS0130,2026-01-26,Completed,4.8,32.8
EMP00812,CRS0128,2025-05-18,Completed,4.3,18.5
EMP00812,CRS0016,2025-04-23,Completed,4.7,24.8
EMP00812,CRS0070,2025-02-14,Completed,2.2,20.3
EMP00812,CRS0041,2025-11-17,Completed,3.4,35.1
EMP00813,CRS0036,2026-02-13,Completed,2.9,39.8
EMP00813,CRS0072,2024-11-16,Completed,4.0,24.1
EMP00813,CRS0126,2024-06-02,In Progress,,15.0
EMP00813,CRS0028,2026-08-17,Completed,3.8,15.2
EMP00814,CRS0123,2024-09-03,Completed,2.2,27.5
EMP00814,CRS0131,2026-10-01,Completed,4.3,30.5
EMP00815,CRS0054,2026-03-25,Completed,4.5,18.4
EMP00815,CRS0123,2024-09-01,In Progress,,25.7
EMP00815,CRS0077,2025-10-20,Completed,3.1,23.9
EMP00816,CRS0031,2024-04-03,Completed,2.9,36.2
EMP00816,CRS0045,2026-08-20,Dropped,,22.6
EMP00817,CRS0068,2024-02-21,Dropped,,24.4
EMP00817,CRS0112,2026-12-02,Completed,4.4,33.4
EMP00818,CRS0099,2024-09-22,Completed,4.8,13.0
EMP00818,CRS0111,2026-12-10,Completed,3.4,35.5
EMP00818,CRS0065,2025-07-08,In Progress,,22.1
EMP00818,CRS0040,2026-11-25,Completed,3.4,13.6
EMP00819,CRS0014,2024-11-26,In Progress,,20.0
EMP00819,CRS0063,2024-07-06,Completed,3.4,9.8
EMP00819,CRS0003,2024-03-14,Completed,4.8,14.5
EMP00819,CRS0046,2026-11-10,Completed,3.8,12.6
EMP00820,CRS0063,2026-09-19,Completed,2.7,21.4
EMP00820,CRS0120,2024-03-28,In Progress,,34.7
EMP00820,CRS0037,2025-08-09,Completed,3.3,8.3
EMP00820,CRS0102,2024-01-10,Completed,3.6,36.9
EMP00820,CRS0119,2024-10-13,Completed,3.1,35.1
EMP00820,CRS0125,2025-06-06,In Progress,,38.4
EMP00821,CRS0026,2025-01-09,Completed,3.5,7.3
EMP00821,CRS0082,2024-10-03,Completed,4.7,19.5
EMP00821,CRS0125,2026-04-15,Completed,4.3,12.6
EMP00821,CRS0057,2025-09-04,Completed,4.8,18.0
EMP00822,CRS0102,2024-11-03,Completed,3.7,16.1
EMP00822,CRS0057,2025-06-13,Completed,2.3,14.3
EMP00822,CRS0092,2024-08-02,Completed,2.7,35.3
EMP00822,CRS0082,2026-02-22,In Progress,,29.5
EMP00823,CRS0071,2024-01-06,Completed,2.1,21.0
EMP00823,CRS0049,2026-08-07,Dropped,,28.8
EMP00823,CRS0024,2026-11-02,Completed,2.7,24.6
EMP00823,CRS0116,2026-05-19,Completed,4.7,2.2
EMP00823,CRS0093,2026-10-28,Completed,2.5,33.4
EMP00824,CRS0041,2024-09-13,Dropped,,17.8
EMP00824,CRS0067,2025-01-06,Completed,4.5,24.6
EMP00824,CRS0004,2024-05-08,Dropped,,13.9
EMP00825,CRS0139,2024-01-10,Completed,4.5,29.0
EMP00825,CRS0011,2024-02-23,Completed,2.2,14.0
EMP00825,CRS0071,2026-07-02,Completed,4.8,25.2
EMP00825,CRS0121,2025-10-25,In Progress,,7.7
EMP00826,CRS0071,2025-09-27,Completed,3.3,34.2
EMP00826,CRS0127,2025-08-12,In Progress,,16.3
EMP00826,CRS0125,2025-05-25,Completed,2.8,8.8
EMP00827,CRS0100,2025-02-25,In Progress,,28.3
EMP00827,CRS0068,2025-02-24,In Progress,,20.7
EMP00828,CRS0041,2024-10-16,Completed,3.1,23.1
EMP00828,CRS0128,2025-08-02,In Progress,,34.8
EMP00828,CRS0028,2025-06-02,Completed,3.2,30.0
EMP00828,CRS0030,2025-05-24,Completed,4.2,5.5
EMP00828,CRS0077,2024-12-13,Completed,4.9,11.9
EMP00828,CRS0025,2024-12-12,Completed,3.9,22.1
EMP00829,CRS0017,2026-09-22,In Progress,,10.6
EMP00829,CRS0085,2026-05-20,Completed,4.3,8.7
EMP00830,CRS0012,2025-03-28,Completed,3.7,21.2
EMP00830,CRS0076,2025-11-18,Dropped,,2.2
EMP00830,CRS0037,2026-02-09,Completed,4.0,3.7
EMP00830,CRS0066,2026-04-20,Completed,3.1,20.0
EMP00830,CRS0017,2025-07-24,In Progress,,31.9
EMP00831,CRS0013,2025-01-01,Completed,4.6,31.8
EMP00831,CRS0081,2024-12-27,In Progress,,18.4
EMP00832,CRS0090,2024-09-10,Dropped,,23.0
EMP00832,CRS0029,2025-02-17,Dropped,,15.8
EMP00832,CRS0138,2024-07-14,Completed,4.8,20.3
EMP00832,CRS0002,2024-03-18,Completed,4.1,25.0
EMP00832,CRS0115,2024-05-07,In Progress,,13.4
EMP00833,CRS0039,2025-10-16,Completed,3.4,8.7
EMP00833,CRS0029,2025-05-26,Completed,2.6,38.2
EMP00834,CRS0135,2026-05-26,Completed,4.3,15.1
EMP00834,CRS0027,2025-10-24,Completed,3.4,35.4
EMP00835,CRS0139,2024-09-07,In Progress,,32.3
EMP00835,CRS0008,2026-01-05,Completed,4.2,34.7
EMP00835,CRS0024,2024-07-28,Completed,4.5,3.5
EMP00835,CRS0046,2025-12-08,Completed,4.2,29.9
EMP00835,CRS0043,2025-10-12,Completed,2.7,16.1
EMP00835,CRS0088,2025-02-13,In Progress,,25.7
EMP00836,CRS0097,2025-09-28,Dropped,,17.4
EMP00836,CRS0020,2024-03-25,Completed,4.6,9.3
EMP00836,CRS0112,2025-04-05,Completed,4.9,16.3
EMP00836,CRS0106,2024-06-28,In Progress,,25.5
EMP00836,CRS0039,2024-07-20,Completed,2.1,22.9
EMP00837,CRS0005,2026-08-04,In Progress,,36.4
EMP00837,CRS0113,2024-11-10,In Progress,,22.4
EMP00837,CRS0119,2024-11-01,In Progress,,30.7
EMP00837,CRS0053,2025-04-28,Completed,3.0,13.1
EMP00838,CRS0060,2026-07-01,Completed,4.4,33.8
EMP00838,CRS0007,2026-08-02,In Progress,,25.2
EMP00838,CRS0002,2024-08-12,Completed,3.7,34.3
EMP00838,CRS0071,2026-01-21,Completed,2.0,12.7
EMP00838,CRS0111,2026-04-02,In Progress,,14.0
EMP00838,CRS0016,2026-10-01,Completed,2.0,20.6
EMP00839,CRS0117,2024-06-21,Completed,5.0,2.2
EMP00839,CRS0109,2024-10-18,In Progress,,36.1
EMP00839,CRS0068,2025-06-10,Dropped,,14.5
EMP00840,CRS0054,2026-03-17,Completed,2.9,16.5
EMP00840,CRS0139,2025-04-06,Completed,2.0,8.2
EMP00840,CRS0131,2025-02-11,Completed,4.1,38.6
EMP00840,CRS0001,2024-04-11,In Progress,,36.1
EMP00840,CRS0073,2025-09-17,Completed,3.4,5.5
EMP00841,CRS0089,2026-02-17,Dropped,,25.6
EMP00841,CRS0004,2026-02-27,Completed,2.3,2.9
EMP00841,CRS0093,2024-08-09,Completed,2.4,38.8
EMP00841,CRS0032,2025-02-11,Completed,2.1,12.4
EMP00841,CRS0054,2024-03-16,Completed,3.8,33.8
EMP00842,CRS0038,2026-03-22,Completed,4.5,9.7
EMP00842,CRS0098,2025-01-12,Completed,4.6,24.9
EMP00842,CRS0068,2024-03-10,Completed,3.2,3.7
EMP00842,CRS0115,2024-08-07,In Progress,,34.2
EMP00842,CRS0058,2026-06-18,Completed,2.9,5.3
EMP00843,CRS0057,2025-04-14,Completed,2.9,9.2
EMP00843,CRS0111,2025-12-11,Completed,4.1,5.2
EMP00844,CRS0072,2024-05-13,In Progress,,24.2
EMP00844,CRS0096,2024-09-15,In Progress,,32.0
EMP00844,CRS0108,2024-04-22,Completed,3.7,35.3
EMP00844,CRS0031,2024-05-05,In Progress,,6.9
EMP00844,CRS0095,2024-12-17,In Progress,,10.0
EMP00844,CRS0009,2026-07-01,Completed,4.3,5.9
EMP00845,CRS0084,2025-04-25,Completed,2.8,2.9
EMP00845,CRS0007,2025-07-17,In Progress,,36.8
EMP00845,CRS0040,2024-07-02,Completed,2.1,21.0
EMP00846,CRS0119,2025-04-14,In Progress,,25.0
EMP00846,CRS0081,2025-04-17,Completed,3.1,38.9
EMP00846,CRS0123,2024-04-07,Completed,3.7,22.0
EMP00847,CRS0118,2024-05-15,Completed,4.4,24.1
EMP00847,CRS0008,2024-09-23,Completed,3.9,19.7
EMP00848,CRS0036,2026-11-06,In Progress,,17.3
EMP00848,CRS0027,2026-10-13,Completed,4.0,35.4
EMP00848,CRS0001,2025-09-22,Completed,3.1,35.6
EMP00848,CRS0130,2024-08-19,Dropped,,4.4
EMP00848,CRS0106,2024-09-22,Completed,4.2,8.2
EMP00849,CRS0097,2026-03-06,Completed,4.3,27.7
EMP00849,CRS0083,2025-10-15,Completed,2.3,25.2
EMP00849,CRS0129,2026-04-09,Completed,2.4,23.2
EMP00849,CRS0006,2025-12-09,Completed,2.0,22.8
EMP00850,CRS0136,2024-05-14,In Progress,,22.3
EMP00850,CRS0117,2025-12-15,Dropped,,14.1
EMP00850,CRS0012,2025-01-06,Dropped,,26.1
EMP00850,CRS0070,2026-01-14,Completed,2.2,39.8
EMP00851,CRS0107,2026-08-24,Completed,2.9,26.3
EMP00851,CRS0077,2026-03-21,Completed,4.5,10.0
EMP00851,CRS0015,2024-08-04,In Progress,,28.8
EMP00851,CRS0082,2026-08-01,Completed,4.2,35.2
EMP00851,CRS0122,2025-08-18,Completed,4.7,14.7
EMP00852,CRS0061,2024-08-22,Completed,2.2,33.1
EMP00852,CRS0113,2026-10-09,Completed,4.9,12.3
EMP00853,CRS0064,2024-12-26,Dropped,,8.0
EMP00853,CRS0051,2025-07-05,Completed,3.9,25.4
EMP00853,CRS0029,2025-09-09,Completed,2.9,2.5
EMP00853,CRS0128,2024-02-11,In Progress,,17.2
EMP00854,CRS0115,2026-06-27,Completed,3.8,20.5
EMP00854,CRS0076,2025-11-28,Completed,3.9,14.0
EMP00854,CRS0105,2025-07-15,Completed,2.8,23.4
EMP00854,CRS0099,2025-03-05,Completed,2.5,25.1
EMP00854,CRS0036,2026-05-02,Dropped,,18.0
EMP00855,CRS0007,2024-09-14,Completed,2.5,29.3
EMP00855,CRS0026,2024-10-05,In Progress,,22.0
EMP00855,CRS0081,2026-10-17,In Progress,,33.7
EMP00855,CRS0067,2025-07-21,Completed,2.5,26.6
EMP00855,CRS0027,2025-02-02,Completed,3.3,23.4
EMP00856,CRS0093,2025-04-16,Completed,3.9,4.0
EMP00856,CRS0103,2025-10-06,In Progress,,5.0
EMP00856,CRS0096,2024-11-13,Completed,3.4,25.8
EMP00857,CRS0014,2025-11-27,Completed,3.3,34.7
EMP00857,CRS0020,2026-01-19,Completed,4.4,4.9
EMP00858,CRS0002,2026-10-28,Completed,3.3,15.5
EMP00858,CRS0013,2026-04-02,Completed,3.0,13.8
EMP00859,CRS0025,2025-03-21,In Progress,,35.0
EMP00859,CRS0122,2025-11-23,In Progress,,20.7
EMP00860,CRS0002,2026-11-18,In Progress,,7.0
EMP00860,CRS0081,2024-01-16,Completed,4.8,19.4
EMP00860,CRS0047,2024-07-13,In Progress,,9.5
EMP00861,CRS0103,2024-02-27,Completed,3.6,27.4
EMP00861,CRS0028,2024-11-05,Completed,2.6,36.7
EMP00861,CRS0012,2024-03-15,Completed,4.9,17.5
EMP00861,CRS0115,2025-04-10,Dropped,,36.5
EMP00862,CRS0079,2025-08-22,Completed,3.0,9.3
EMP00862,CRS0106,2025-01-06,In Progress,,5.0
EMP00862,CRS0087,2024-12-27,Completed,4.1,35.3
EMP00862,CRS0036,2026-12-16,Dropped,,38.2
EMP00862,CRS0111,2025-06-19,Completed,3.8,36.2
EMP00862,CRS0092,2025-12-03,Dropped,,9.1
EMP00863,CRS0083,2024-07-09,In Progress,,3.9
EMP00863,CRS0042,2026-04-21,In Progress,,2.8
EMP00863,CRS0136,2025-08-23,Dropped,,7.1
EMP00863,CRS0043,2024-12-05,Completed,3.9,12.9
EMP00864,CRS0080,2026-01-10,In Progress,,29.8
EMP00864,CRS0089,2025-03-09,Dropped,,36.1
EMP00864,CRS0117,2026-08-05,Completed,4.3,29.3
EMP00864,CRS0135,2026-04-22,In Progress,,32.0
EMP00864,CRS0110,2024-07-15,In Progress,,5.9
EMP00864,CRS0128,2024-01-20,Completed,4.4,35.1
EMP00865,CRS0114,2024-09-05,Completed,3.9,7.0
EMP00865,CRS0075,2025-01-28,Completed,3.5,38.5
EMP00865,CRS0045,2026-02-01,In Progress,,12.8
EMP00865,CRS0131,2026-02-12,Completed,3.1,23.4
EMP00865,CRS0043,2026-05-08,In Progress,,33.5
EMP00865,CRS0064,2025-02-21,Completed,5.0,35.9
EMP00866,CRS0058,2026-08-23,Dropped,,12.5
EMP00866,CRS0074,2026-04-03,Completed,4.3,17.7
EMP00866,CRS0053,2025-10-21,Dropped,,11.1
EMP00867,CRS0062,2025-06-20,In Progress,,26.9
EMP00867,CRS0083,2026-02-05,Completed,3.4,39.9
EMP00867,CRS0116,2024-03-13,Completed,2.2,5.8
EMP00867,CRS0139,2026-02-11,Completed,2.5,38.9
EMP00868,CRS0068,2025-01-16,In Progress,,26.2
EMP00868,CRS0127,2026-06-21,Completed,4.6,18.9
EMP00868,CRS0130,2024-07-22,In Progress,,26.3
EMP00868,CRS0056,2025-12-22,Completed,3.3,8.8
EMP00869,CRS0034,2026-09-02,Completed,2.0,31.2
EMP00869,CRS0110,2026-12-28,Completed,3.5,20.3
EMP00869,CRS0086,2025-08-22,Completed,3.3,37.1
EMP00870,CRS0042,2025-06-09,Completed,4.4,32.8
EMP00870,CRS0049,2026-11-08,Completed,4.6,32.6
EMP00870,CRS0112,2025-12-19,Dropped,,36.8
EMP00870,CRS0050,2026-10-01,Completed,2.5,32.7
EMP00871,CRS0108,2024-08-10,Completed,3.8,23.9
EMP00871,CRS0091,2025-02-12,Completed,4.4,33.6
EMP00872,CRS0058,2024-02-26,Dropped,,18.9
EMP00872,CRS0050,2025-06-13,In Progress,,26.4
EMP00872,CRS0053,2025-12-04,In Progress,,25.4
EMP00872,CRS0019,2026-01-05,In Progress,,16.4
EMP00873,CRS0006,2026-10-12,Completed,3.6,13.7
EMP00873,CRS0012,2026-08-02,In Progress,,33.2
EMP00874,CRS0090,2026-01-28,Completed,4.8,10.6
EMP00874,CRS0031,2026-01-11,Completed,3.3,5.6
EMP00875,CRS0127,2026-03-23,Completed,3.7,26.1
EMP00875,CRS0099,2025-11-27,In Progress,,38.3
EMP00875,CRS0054,2024-07-17,In Progress,,31.4
EMP00876,CRS0122,2026-08-05,Completed,2.8,32.1
EMP00876,CRS0082,2025-08-20,In Progress,,3.0
EMP00876,CRS0050,2025-05-21,Completed,2.3,34.7
EMP00876,CRS0023,2026-12-19,Completed,4.4,32.4
EMP00876,CRS0020,2026-11-13,Completed,2.8,38.8
EMP00876,CRS0090,2025-01-19,Completed,2.8,9.7
EMP00877,CRS0127,2024-11-21,In Progress,,19.1
EMP00877,CRS0115,2024-06-22,Completed,3.0,26.6
EMP00877,CRS0020,2026-02-26,Completed,3.6,15.3
EMP00878,CRS0050,2024-01-16,In Progress,,18.5
EMP00878,CRS0023,2026-06-14,Completed,2.3,12.6
EMP00879,CRS0020,2026-06-02,In Progress,,38.8
EMP00879,CRS0105,2024-02-01,In Progress,,10.9
EMP00879,CRS0104,2025-06-15,Dropped,,16.9
EMP00879,CRS0118,2026-07-12,Completed,2.9,16.1
